name,ingredients
One-Pan Flank Steak & Veggies,"12 oz broccoli florets (340 g), ½ white onion, sliced, 1 ½ lb flank steak (680 g), 2 tablespoons olive oil, 4 cups cooked wild rice (920 g), for serving, 1 ½ teaspoons salt, 1 ½ teaspoons pepper, 1 teaspoon garlic powder, 1 teaspoon paprika, 1 teaspoon onion powder"
Steak With Asparagus,"2 boneless strip steaks, or shell steaks, about 1-inch (2 cm) thick, salt, to taste, pepper, to taste, 3 tablespoons canola oil, 1 bunch asparagus"
Balsamic Chicken And Veggies Meal Prep,"2 sweet potatoes, 2 bunches asparagus, ends trimmed, 1 ¼ lb chicken breast tender (565 g), olive oil, salt, to taste, pepper, to taste, ⅓ cup balsamic vinegar (80 mL), 2 tablespoons white wine vinegar, 5 tablespoons olive oil, 1 tablespoon lemon juice, 2 cloves garlic, minced, ¼ teaspoon black pepper, ½ teaspoon salt"
Chili Beef Noodles,"9 oz beef (250 g), 1 teaspoon salt, ½ teaspoon pepper, 1 tablespoon chinese 5 spice, 3 cloves garlic, 1 red chili, 2 tablespoons chili sauce, 2 tablespoons soy sauce, 9 oz noodle (250 g), cooked, red chilli, spring onion"
Make-Ahead Chicken & Rice Bake,"1 tablespoon butter, 1 medium onion, diced, 1 clove garlic, minced, 4 carrots, finely diced, 4 stalks celery, sliced, 1 rotisserie chicken, shredded, 1 cup white long grain rice (200 g), uncooked, 1 can cream of chicken soup, 3 cups chicken stock (710 mL), salt, to taste, pepper, to taste, 1 cup breadcrumb (115 g), optional"
Crispy Baked Chicken Roll,"5 strips bacon, 1 medium yellow onion, sliced, 2 cups fresh spinach (80 g), 5 chicken breasts, 2 teaspoons salt, 1 teaspoon pepper, 10 slices ham, 12 slices swiss cheese, 3 cups all-purpose flour (375 g), 8 large eggs, beaten, 3 cups panko breadcrumbs (150 g), fresh parsley, chopped, for sprinkling, 3 tablespoons butter, 2 cloves garlic, minced, 3 tablespoons flour, 2 cups milk (480 mL), ¼ cup dijon mustard (60 g), salt, to taste, pepper, to taste, 1 cup shredded parmesan cheese (100 g)"
Hearty Chicken Tortilla Soup,"8 oz large white onion (225 g), roughly chopped, 6 cloves garlic, 1 jalapeño, seeded and roughly chopped, 1 chipotle pepper in adobo sauce, to taste, 1 cup fresh cilantro (40 g), loosely packed, 4 roma tomatoes, roughly chopped, 1 lb boneless, skinless chicken thighs (455 g), kosher salt, to taste, 1 teaspoon dried oregano, 2 tablespoons olive oil, divided, 8 cups low sodium chicken stock (2 L), 25 oz hominy (625 g), drained and rinsed, 2 red bell peppers, seeded and chopped, ¼ cup lime juice (60 mL), onion, finely chopped, fresh cilantro, avocado, thinly sliced, cotija cheese, crumbled, tortilla strip, lime wedge"
Chili Lime Steak Tacos,"1 ripe avocado, ⅓ cup fresh cilantro (15 g), 3 tablespoons lime juice, ⅔ cup water (160 mL), salt, to taste, 1 ½ teaspoons chili powder, 1 teaspoon ground cumin, 1 teaspoon dried oregano, ½ teaspoon salt, ½ teaspoon black pepper, 1 clove garlic, minced, 2 tablespoons lime juice, or 1 lime, ½ lb top sirloin steak (225 g), corn tortilla, for serving, pico de gallo, for serving, chopped fresh cilantro, for serving"
Easy Homemade Chicken Curry,"4 boneless, skinless chicken breasts, 1 tablespoon turmeric, 1 tablespoon chili powder, 1 tablespoon ground cumin, 1 tablespoon garam masala, ½ tablespoon ground ginger, 2 tablespoons white wine vinegar, oil, for frying, 1 red chili, chopped, 2 cups tomato (400 g), chopped, ½ cup water (100 mL), salt, to taste, pepper, to taste, rice, to serve, fresh coriander, to serve, chopped"
Sheet Pan Steak And Rainbow Veggies,"1 large carrot, cut into coins, 1 ½ cups cherry tomato (300 g), 1 yellow bell pepper, 1 in (2 1/2 cm) dices, 1 large carrot, cut into coins, medium red onion, 1 in (2 1/2 cm) dices, 1 yellow bell pepper, 1-inch ( 2 cm) dices, 10 asparagus, trimmed and cut in half, 1 medium red onion, 1-inch ( 2 cm) dices, 3 tablespoons olive oil, 10 spears asparagus, trimmed and halved, salt, to taste, 3 tablespoons olive oil, pepper, to taste, salt, to taste, 4 cloves garlic, pepper, to taste, 4 sprigs fresh thyme, 4 cloves garlic, 4 sprigs fresh thyme, 1 lb sirloin steak (455 g), 1 tablespoon olive oil, 1 lb sirloin steak (455 g), 1 clove garlic, 1 tablespoon olive oil, salt, 1 clove garlic, pepper"
10 Minute Baked Potato,"1 russet potato, olive oil, salt, 2 slices bacon, shredded cheddar cheese, fresh chive, sour cream"
Ham & Pineapple Fried Rice,"2 teaspoons oil, ½ cup onion (75 g), diced, 1 tablespoon garlic, minced, ½ cup carrot (60 g), diced, ½ cup bell pepper (50 g), diced, ½ cup ham (75 g), diced, 3 eggs, beaten, 3 cups brown rice (600 g), cooked, 2 tablespoons soy sauce, pepper, to taste, 1 cup pineapple (245 g), diced"
Creamy Sausage Bolognese,"1 tablespoon olive oil, 1 small onion, finely diced, 2 carrots, finely diced, 2 stalks celery, finely diced, 3 cloves garlic, minced, 2 italian  sausages, casings removed, 1 sweet, 1 hot, 1 lb ground sirloin (500 g), salt, to taste, pepper, to taste, 2 tablespoons tomato paste, 1 tablespoon italian seasoning, ½ cup red wine (120 mL), 28 oz crushed tomato (795 g), 16 oz beef broth (455 mL), 2 bay leaves, 1 cup parmesan cheese (100 g), ½ cup heavy cream (120 mL), 1 lb penne pasta (500 g), cooked to box instructions, parmesan cheese, shavings"
Spicy Beef Totchos,"2 lb frozen tater tots (910 g), 1 lb ground beef (455 g), 1 ½ tablespoons Frank’s Red Hot Original, 1 teaspoon ground cumin, 1 teaspoon garlic, 1 teaspoon paprika, 1 teaspoon chili powder, 2 teaspoons salt, 4 cups shredded mexican cheese blend (400 g), red onion, diced, fresh scallion, sliced, diced tomato, sour cream, guacamole"
Bacon And Egg Fried Rice,"3 large eggs, kosher salt, to taste, 8 oz bacon (225 g), 1 medium yellow onion, 1 tablespoon vegetable oil, 5 cups cooked rice (1 kg), freshly ground black pepper, to taste, 1 teaspoon sugar, 2 tablespoons soy sauce, chopped green onion, for garnish"
Chicken Parm-Stuffed Bell Peppers,"nonstick cooking spray, for greasing, 2 lb chicken breast (910 g), diced, 2 teaspoons salt, 2 teaspoons pepper, 2 teaspoons dried oregano, 2 teaspoons garlic powder, 2 teaspoons dried rosemary, 2 teaspoons onion powder, 2 cups all purpose flour (250 g), 6 large eggs, beaten, 3 cups plain breadcrumbs (345 g), 9 bell peppers, halved lengthwise, seeds and ribs removed, 3 cups marinara sauce (720 mL), 1 cup parmesan cheese (110 g), grated, 32 oz fresh mozzarella cheese (905 g), sliced"
Crispy Sriracha Buttermilk Oven Fried Chicken,"3 boneless, skinless chicken breasts, 1 cup low flat buttermilk (240 mL), ¼ cup sriracha sauce (65 g), 1 cup panko breadcrumbs (50 g), 1 cup all-purpose flour (125 g), ½ teaspoon salt, ¼ teaspoon black pepper, 1 teaspoon paprika, ½ teaspoon seasoning salt, 3 tablespoons canola oil"
Malaysian-style Barbecue Pork Belly (Char Siu Pork),"17 oz pork belly (500 g), 2 tablespoons crushed garlic, 1 tablespoon honey, 1 tablespoon cooking wine, 2 tablespoons soy sauce, 1 tablespoon oyster sauce, 1 teaspoon five spice, ½ teaspoon black pepper, ½ cup sugar (100 g), 2 pieces preserved tofu, optional, available in local Asian supermarkets"
Fajita Parchment-Baked Chicken,"parchment paper, or aluminium foil, 12x18 inches (30.5 x 46 cm), 1 chicken breast, ½ red pepper, sliced, ½ yellow pepper, ¼ red onion, sliced, 3 tablespoons salsa, 1 teaspoon taco seasoning, 1 tablespoon mexican cheese blend, 1 tablespoon olive oil, salt, to taste, pepper, to taste"
Mozzarella-Stuffed Turkey Meatloaf,"1 cup tomato sauce (225 g), 1 tablespoon apple cider vinegar, 1 tablespoon honey, 1 lb lean ground turkey (455 g), 1 cup shredded zucchini (150 g), excess moisture gently squeezed out with kitchen towels, 1 cup finely diced yellow onion (150 g), 2 cloves garlic cloves, minced, 1 large egg, beaten, 1 tablespoon dijon mustard, 1 tablespoon honey, ½ cup panko bread crumbs, ½ teaspoon salt, ½ teaspoon pepper, 1 teaspoon dried oregano, 1 teaspoon dried basil, 2 tablespoons finely chopped fresh parsley, plus more for garnish, 2 slices mozzarella cheese"
Garlic Parmesan Parchment-baked Chicken,"parchment paper, or aluminium foil, 12x18 inches (30.5 x 46 cm), 1 chicken breast, ½ zucchini, sliced, 1 clove garlic, minced, 2 tablespoons butter, 2 tablespoons Parmesan, salt, to taste, pepper, to taste"
Homemade Butter Chicken,"1 ⅓ lb boneless, skinless chicken breast (600 g), ½ cup plain yogurt (100 g), 2 tablespoons ginger garlic paste, 2 tablespoons chili powder, 1 tablespoon garam masala, 1 tablespoon salt, 1 tablespoon turmeric, 1 tablespoon cumin, ¼ cup butter (50 g), 1 onion, finely chopped, 1 tablespoon tomato puree, 2 tablespoons ginger garlic paste, 6 cardamom pods, ¼ teaspoon ground cloves, 2 tablespoons chili powder, 1 tablespoon coriander, 1 tablespoon garam masala, 1 tablespoon turmeric, 1 ¼ cups cream (300 mL), naan bread, for serving, cooked rice, for serving, Chopped fresh parsley, for serving"
Slow Cooker Nacho Soup,"2 lb boneless, skinless chicken breast (905 g), 1 large onion, diced, 3 cloves garlic, minced, 1 tablespoon chili powder, 2 teaspoons cumin, 1 teaspoon paprika, 1 teaspoon salt, 1 teaspoon black pepper, 6 cups chicken broth (1.4 L), 1 can diced tomato, 1 can black beans, 1 cup heavy cream (235 mL), 1 cup cheddar cheese (100 g), 1 cup monterey jack cheese (100 g), sour cream, cheese, grated, tortilla chip, fresh cilantro, tomato, diced"
Chicken Curry Fries,"1 chicken breast, 1 teaspoon curry powder, 1 tablespoon oil, ¼ teaspoon pepper, ¼ teaspoon salt, 2 tablespoons oil, 1 cup onion (150 g), diced, 1 tablespoon grated ginger, 2 cloves garlic, minced, 1 cup tomato (200 g), diced, 1 tablespoon curry powder, ¼ teaspoon cayenne pepper, 1 cup chicken stock (240 mL), ½ cup greek yogurt (120 g), 3 cups french fries (300 g), fresh cilantro, for garnish, ½ cup chicken stock (120 mL), 1 tablespoon cornstarch"
Cheesy Chicken Rolled Tacos,"½ teaspoon paprika, ½ teaspoon chili powder, ½ teaspoon cumin, 1 ½ teaspoons oregano, 1 teaspoon garlic powder, 1 teaspoon onion powder, 1 teaspoon salt, ½ teaspoon pepper, olive oil, to taste, 2 boneless, skinless chicken breasts, 4 oz cream cheese (110 g), ¾ cup cheese blend (80 g), 12 flour tortillas"
Shredded Teriyaki Chicken Salad,"⅔ cup brown sugar (85 g), 1 cup soy sauce (240 mL), ¼ cup lemon juice (60 mL), 1 tablespoon sesame seeds, 1 teaspoon fresh ginger, grated, 1 tablespoon garlic, grated, 1 ½ lb boneless, skinless chicken breast (685 g), ½ cup olive oil (120 mL), 1 head green leaf lettuce, roughly chopped, 1 mango, pitted and cubed, 1 red bell pepper, seeded and thinly sliced, 1 orange bell pepper, seeded and thinly sliced, 10 green beans, thinly sliced on the bias, 1 avocado, sliced, 1 scallion, greens only, finely chopped"
Prime Rib With Garlic Herb Butter,"1 cup butter (230 g), softened, 7 cloves garlic, minced, 2 tablespoons fresh rosemary, finely chopped, 2 tablespoons fresh thyme, finely chopped, 2 tablespoons salt, 1 tablespoon pepper, 5 lb boneless ribeye roast (2.2 kg), trimmed, 2 tablespoons flour, 2 cups beef stock (475 mL), mashed potato, for serving, green bean, for serving"
Pulled Pork Nachos,"2 lb pork shoulder (910 g), ¼ cup brown sugar (55 g), 1 tablespoon chili powder, 1 teaspoon onion powder, 1 teaspoon garlic powder, 1 teaspoon cayenne pepper, 1 teaspoon kosher salt, 1 teaspoon black pepper, 1 medium red onion, quartered, ¼ cup ketchup (60 g), ¼ cup mustard (60 g), tortilla chip, red onion, BBQ sauce, 1 cup shredded cheddar cheese (100 g), 1 cup shredded monterey jack cheese (100 g), diced tomato, sour cream, salsa, fresh cilantro"
Pork Noodle Bowl,"¼ cup soy sauce (60 mL), ½ tablespoon Frank's Red Hot Original Sauce, 2 tablespoons brown sugar, 1 tablespoon chili oil, 2 tablespoons rice vinegar, 1 tablespoon vegetable oil, 2 tablespoons ginger, minced, 4 cloves garlic, minced, 1 lb ground pork (455 g), 1 teaspoon cornstarch, stirred into 1 tablespoon water, 8 oz rice noodle (225 g), cooked, 2 carrots, peeled into thin strips, 2 persian cucumbers, cut into 3 in (7 cm) matchsticks 4 scallions, thinly sliced on a bias, ½ cup fresh cilantro leaves (20 g), ½ cup roasted peanut (60 g), chopped, lime wedge"
Sheet-Pan Steak Fajitas,"1 lb flank steak (455 g), 1 green bell pepper, sliced, 1 yellow bell pepper, sliced, 1 red bell pepper, sliced, ½ red onion, sliced, olive oil, to taste, salt, to taste, pepper, to taste, chili powder, to taste, garlic powder, to taste, 1 teaspoon cumin, to taste, ½ lime, juiced, fresh cilantro, chopped, for garnish, 8 whole grain tortillas, warmed"
"Chicken, Rice & Bean Burritos","6 flour tortillas, 16 oz refried beans (455 g), 1 cup spanish rice (230 g), cooked, 1 cup shredded rotisserie chicken (125 g), 1 cup shredded mexican cheese blend (100 g)"
Korean-Style BBQ Pork Ribs,"3 tablespoons sesame oil, 2 teaspoons rice wine vinegar, 3 tablespoons dark soy sauce, 4 tablespoons honey, 30 mL bourbon whiskey (30 mL), 15 mL fresh lime juice (15 mL), 4 medium cloves garlic cloves, finely chopped, 2 teaspoons smoked paprika, 4 tablespoons dark muscovado sugar, 1 teaspoon red chili flakes, 2 teaspoons corn flour, 1 teaspoon sesame seeds, 1 whole rack of pork ribs, 1 tablespoon kosher salt, 1 tablespoon pepper, 1 tablespoon dark muscovado sugar"
Alfredo Chicken Bake,"3 chicken breasts, salt, to taste, pepper, to taste, 24 oz alfredo sauce (680 g), or more, to preference, 1 lb broccoli head (455 g), 1 cup parmesan cheese (110 g)"
BBQ Chicken Dippers,"1 tube refrigerated pizza dough, refrigerated, 1 ½ cups shredded chicken (190 g), 1 cup BBQ sauce (260 g), divided, 1 cup shredded cheddar cheese (100 g), ½ cup red onion (75 g), diced, 2 tablespoons fresh parsley"
Carne Asada Tacos,"⅓ cup canola oil (80 mL), ⅓ cup distilled white vinegar (80 mL), ⅓ cup fresh lime juice (80 mL), ⅓ cup fresh orange juice (80 mL), 4 teaspoons garlic, minced, 3 tablespoons jalapeño, minced, ¼ cup fresh cilantro (10 g), finely chopped, plus whole leaves for serving, 2 teaspoons kosher salt, 1 teaspoon ground coriander, ½ teaspoon ground cumin, 1 teaspoon freshly ground black pepper, 1 teaspoon chili powder, 1 lb flank steak (455 g), 8 white corn tortillas, 5 inch (12.5 cm), pico de gallo, for serving, guacamole, for serving, sour cream, for serving, cotija cheese, for serving"
Sun-dried Tomato & Spinach–stuffed Chicken,"4 cups whole wheat pasta (800 g), cooked, 2 boneless, skinless chicken breasts, 2 teaspoons olive oil, pepper, to taste, salt, to taste, 2 cloves garlic, sliced, ½ cup shredded mozzarella cheese (50 g), 2 oz baby spinach (55 g), ½ cup sundried tomato (30 g), 2 cups marinara sauce (520 g), 4 oz baby spinach (115 g)"
"Broccoli, Ham & Cheddar Chicken Roll","1 head broccoli head, cut into florets, 2 cups cheddar cheese (200 g), shredded, 6 oz cream cheese (170 g), softened, 1 cup ham (150 g), diced, 1 tablespoon onion powder, 1 teaspoon salt, 1 teaspoon pepper, 1 teaspoon garlic powder, 1 teaspoon onion powder, 1 teaspoon dried oregano, 1 teaspoon paprika, 3 boneless, skinless chicken breasts, 6 slices ham"
Kenyan Beef Samosas,"1 ½ tablespoons olive oil, 1 lb ground beef (455 g), 1 medium red onion, diced, 1 clove garlic, minced, 1 jalapeño, minced, 1 teaspoon salt, 1 teaspoon pepper, 1 teaspoon ground coriander, 1 teaspoon cumin, 4 scallions, diced, 1 cup frozen peas (150 g), defrosted, 2 tablespoons fresh cilantro, chopped, 3 cups all-purpose flour (375 g), ¼ teaspoon salt, 2 teaspoons olive oil, 1 cup water (240 mL), plus 2 tablespoons more, 1 tablespoon flour, mixed with 1 tablespoon of water, 3 cups canola oil (720 mL), lime wedge, for serving"
"Bacon, Egg, And Cheese Breakfast Bread Boat","1 baguette, 5 large eggs, ⅓ cup heavy cream (80 mL), or whole milk, 4 oz bacon bits (115 g), cooked, 4 oz cheese (115 g), shredded, 2 green onions, thinly sliced"
Chicken Broccoli Cheddar Pockets,"1 sheet puff pastry, ¼ cup alfredo sauce (70 g), 1 cup broccoli (150 g), steamed, chopped, 1 cup shredded chicken (125 g), ½ cup shredded cheddar cheese (50 g), 1 egg, for egg wash"
Crispy Honey-Glazed Fried Chicken,"2 tablespoons salt, 3 tablespoons black pepper, 2 tablespoons onion powder, 2 tablespoons garlic powder, 3 tablespoons paprika, 2 tablespoons ground cumin, 2 tablespoons dried oregano, 2 teaspoons cayenne powder, 3 cups all-purpose flour (375 g), 4 bone-in, skin-on chicken drumsticks, 4 bone-in, skin-on chicken thighs, 3 cups buttermilk (720 mL), peanut or vegetable oil, for frying, honey, for serving"
"Tomato, Basil & Mozzarella Chicken","2 boneless, skinless chicken breasts, olive oil, to taste, salt, to taste, pepper, to taste, garlic powder, to taste, oregano, to taste, 1 ball fresh mozzarella cheese, 1 tomato, medium, 5 leaves fresh basil leaf, 1 cup dark balsamic vinegar (240 mL), inexpensive, ⅓ cup honey (115 g)"
BBQ Chicken Tortilla Pizzas,"4 flour tortillas, ⅓ cup BBQ sauce (95 g), 2 cups chicken (250 g), shredded, ¼ red onion, thinly sliced, 1 cup shredded mozzarella cheese (100 g)"
Chicken Cordon Bleu Lasagna,"2 lb boneless, skinless chicken breasts (910 g), 2 teaspoons kosher salt, plus more to taste, 1 ½ teaspoons pepper, plus more to taste, ½ cup all-purpose flour (60 g), 4 teaspoons dried oregano, divided, 4 teaspoons onion powder, divided, 4 teaspoons dried basil, divided, 4 teaspoons garlic powder, divided, 2 large eggs, 2 cups panko bread crumbs (230 g), divided, ½ cup canola oil (120 mL), 8 slices deli ham, ¼ cup shredded gruyère cheese (25 g), 8 lasagna noodles, oven-ready, fresh parsley, finely chopped, for garnish, 6 tablespoons unsalted butter, 6 tablespoons all-purpose flour, 4 cups warm milk (960 mL), 1 ½ cups shredded gruyère cheese (150 g), 1 ½ cups swiss cheese (150 g), shredded, 2 teaspoons kosher salt"
Creamy Tuscan Chicken Rolls,"4 boneless, skinless chicken breasts, 2 teaspoons freshly ground black pepper, divided, 1 tablespoon onion powder, 4 teaspoons kosher salt, divided, 1 tablespoon garlic powder, 8 oz baby spinach (225 g), 1 cup sun-dried tomato (200 g), 2 cups canola oil (480 mL), 2 cups panko bread crumbs (100 g), 4 large eggs, beaten, 1 cup all-purpose flour (125 g), 3 tablespoons unsalted butter, 5 cloves garlic, minced, 2 medium shallots, diced, 2 cups baby spinach (80 g), 1 ½ tablespoons sun-dried tomato, chopped, ¾ cup tomato (150 g), diced, 2 cups heavy cream (480 mL), 1 tablespoon all-purpose flour, 1 ½ teaspoons kosher salt, 1 teaspoon freshly ground black pepper, ¾ cup grated parmesan cheese (80 g), 1 tablespoon lemon juice, 4 cups spaghetti (800 g), 4 cups green salad (290 g), lightly dressed"
"One-Pot Chicken, Bacon, And Goat Cheese","2 lb chicken thighs (910 g), bonless, skin on, ½ lb bacon (225 g), chopped, 1 lb asparagus (455 g), trimmed and chopped, 1 red onion, diced, 4 cloves garlic, minced, 6 cups chicken broth (1.4 L), 1 cup milk (240 mL), 1 lb fusilli pasta (455 g), 8 oz goat cheese (225 g), ½ cup sun-dried tomato (100 g), chopped, salt, to taste, pepper, to taste"
Japanese Popcorn Chicken (Karaage),"3 boneless chicken thighs, chopped into 1-inch chunks, 3 cloves garlic, finely minced, 2 tablespoons ginger, finely grated or minced, 2 tablespoons soy sauce, 2 tablespoons sake, 1 tablespoon sesame oil, 1 tablespoon sugar, ½ cup potato starch (80 g), oil, for frying, lemon wedge, fresh parsley"
Traditional Vietnamese Beef Pho,"10 lb mixed beef leg bones (4.5 kg), shin, knuckle and marrow bones, 12 oz ginger (340 g), 2 large hands, halved lengthwise, 1 head large garlic, halved crosswise, 4 kg medium yellow onion (4 kg), halved lengthwise, 8 sticks cinnamon, ¼ cup whole black peppercorn, 6 pods whole star anise, 1 lb beef brisket (455 g), kosher salt, ¼ cup fish sauce (60 mL), plus more to taste, 1 lb boneless sirloin steak (455 g), 1 lb flat rice noodle (455 g), cooked according to package instructions, 2 cups fresh mung bean sprouts (200 g), 1 small red onion, very thinly sliced lengthwise, 1 jalapeño, sliced into thin rounds, 1 large bunch fresh thai basil, 1 lime, cut into wedges, hoisin sauce, siracha"
Chicken Fried Steak Bites,"1 lb cubed steak (455 g), 1 pinch salt, per steak, 1 pinch pepper, per steak, 1 egg, 1 tablespoon hot sauce, 1 teaspoon salt, 1 teaspoon pepper, 1 teaspoon baking soda, 1 teaspoon baking soda, 1 ½ cups buttermilk (340 mL), 1 cup flour (125 g), 1 teaspoon salt, 1 tablespoon flour, 2 teaspoons salt, 2 cups milk (480 mL)"
Peruvian Lomo Saltado,"2 tablespoons vegetable oil, divided, 1 lb sirloin steak (455 g), cut into strips, salt, to taste, black pepper, to taste, ½ red onion, sliced, 1 medium tomato, sliced, 2 cloves garlic, minced, 1 tablespoon aji amarillo paste, 2 tablespoons soy sauce, 1 tablespoon white vinegar, 1 tablespoon fresh cilantro, chopped, 1 lb french fries (455 g), cooked, hot, white rice, cooked, for serving, optional"
Beef Stew Gratin,"1 lb diced beef (500 g), ½ cup plain flour (50 g), olive oil, 1 onion, diced, 2 carrots, diced, 2 stems celery, diced, 2 tablespoons tomato puree, 2 cloves garlic, minced, 1 pinch fresh rosemary, 1 cup chopped tomato (200 g), ½ cup red wine (125 mL), 1 ¼ cups beef stock (300 mL), 2 large potatoes, thinly chopped, 2 tablespoons butter, melted, salt, to taste, pepper, to taste, fresh thyme, ½ cup gruyère cheese (50 g), grated"
Bacon-Wrapped Slow-Cooker Pulled Pork,"3 lb boneless pork shoulder (1 kg), 1 tablespoon sea salt, 1 teaspoon garlic powder, ½ tablespoon liquid smoke, 8 strips bacon, ½ cup mayonnaise (120 g), 1 tablespoon sugar, 2 teaspoons mustard, 1 tablespoon lemon juice, 1 tablespoon apple cider vinegar, 1 teaspoon salt, 1 teaspoon black pepper, 2 cups shredded red cabbage (200 g), 2 cups shredded cabbage (200 g), 1 cup shredded carrot (110 g)"
Chicken Satay Skewers,"¾ cup creamy peanut butter, ¾ cup coconut milk, 4 spring onions, roughly chopped, 3 cloves garlic, peeled, 10 g ginger (10 g), peeled, 2 fresh Serrano chilies, roughly chopped, 1 teaspoon curry powder, 1 teaspoon cumin, 1 teaspoon turmeric, 1 teaspoon salt, 2 tablespoons soy sauce, 1 lime, juiced, 8 boneless, skinless chicken thighs, diced, ⅓ cup peanuts (50 g), chopped, ½ cup coconut milk (100 mL), Bamboo or wooden skewer"
Lemon Chicken & Spaghetti Squash,"1 spaghetti squash, olive oil, sea salt, to taste, black pepper, to taste, 2 chicken breasts, cut into 1-2 in (2-5 cm) pieces, 1 medium yellow onion, diced, 4 cloves garlic, minced, ½ teaspoon sea salt, ¼ teaspoon black pepper, 3 cups cherry tomato (600 g), halved, ½ lemon, juiced, 1 cup chicken broth (240 mL), 8 oz baby spinach (225 g)"
Baked Honey Mustard Wings,"1 lb chicken wings (455 g), 2 teaspoons baking powder, 1 teaspoon salt, ¼ cup honey (85 g), ¼ cup dijon mustard (60 g), ½ teaspoon salt, ½ teaspoon pepper"
Shredded Chicken Tacos,"3 boneless, skinless chicken breasts, 1 teaspoon chili powder, 1 teaspoon ground cumin, ½ teaspoon pepper, 2 cloves garlic, minced, 2 cups salsa (475 mL), or 1 16 oz jar, tortilla, to serve, pico de gallo, to serve, guacamole, to serve, sour cream, to serve"
One-Pan Moroccan Chicken,"2 boneless, skinless chicken breasts, ground black pepper, to taste, ground cumin, to taste, 1 teaspoon neutral oil, ½ onion, sliced, ½ can cherry tomatoes, ⅖ cup water (100 mL), ½ can chickpeas, drained and rinsed, 1 tablespoon harissa paste, 1 teaspoon honey, 1 courgette, sliced"
Creamy Chicken Wild Rice,"6 boneless, skinless chicken thighs, salt, to taste, pepper, to taste, 1 tablespoon garlic powder, 1 tablespoon dried thyme, 1 tablespoon dried parsley, 2 tablespoons butter, 4 carrots, small diced, 1 yellow onion, small diced, 4 stalks celery, small diced, ½ lb cremini mushroom (225 g), sliced, 5 cloves garlic, minced, 2 cups wild rice (400 g), 8 cups chicken broth (2 L), 2 cups grated parmesan cheese (220 g), plus more for garnish, 1 cup heavy cream (240 mL), 1 tablespoon fresh thyme, ½ cup sour cream (115 g), fresh parsley, for garnish"
BBQ Chicken Bacon Skewers,"1 lb boneless, skinless chicken thighs (455 g), cut into 1-inch cubes, 1 cup BBQ sauce (286 g), 1 teaspoon salt, 1 teaspoon pepper, 4 strips bacon, 4 skewers bamboo skewer, soaked in water for 20 minutes"
One-Pot Cheesy Taco Pasta,"1 lb ground beef (455 g), 1 can tomato, diced (15 oz - 425g), 1 can whole kernel corn, (15 oz - 425g), 1 can tomato sauce, (15 oz - 425g), 2 cups water (480 mL), 1 package taco seasoning, salt, to taste, pepper, to taste, 2 cups elbow macaroni (200 g), uncooked, 1 ½ cups colby jack cheese (150 g)"
Healthy Mediterranean Salad,"1 chicken breast, 1 tablespoon olive oil, 1 tablespoon lemon juice, 2 cloves garlic, minced, 1 tablespoon fresh dill, salt, to taste, pepper, to taste, ⅓ cup greek yogurt (95 g), 2 tablespoons olive oil, 1 tablespoon red wine vinegar, 1 tablespoon lemon juice, 2 tablespoons water, 1 clove garlic, minced, 1 tablespoon fresh dill, salt, to taste, pepper, to taste, 1 head romaine lettuce, ½ cup cucumber (65 g), sliced and halved, ½ cup olive (90 g), halved, ½ cup red onion (75 g), thinly sliced, ½ cup cherry tomato (100 g), halved, ½ cup feta cheese (75 g), crumbled"
Bacon And Onion Roasted Potatoes,"½ lb bacon (225 g), chopped, 6 medium red potatoes, chopped in 3/4-inch (3 cm) pieces, 2 oz onion soup mix (55 g), 1 packet, salt, to taste, pepper, to taste"
Avocado Chicken Salad,"1 avocado, cubed, ¼ cup plain yogurt (60 g), 1 tablespoon lime juice, ½ teaspoon garlic powder, ½ teaspoon black pepper, 1 teaspoon salt, ¼ cup red onion (35 g), diced, ¼ cup celery (55 g), diced, 1 tablespoon jalapeño, diced, 2 cups cooked chicken (250 g), chopped, sriracha sauce, to top, optional, fresh cilantro, to top, optional"
Restaurant Vs Homemade Nashville-Style Hot Chicken,"2 tablespoons cayenne pepper, 2 tablespoons paprika, 1 tablespoon garlic powder, 1 tablespoon mustard powder, 1 tablespoon black pepper, 1 tablespoon onion powder, 4 bone-in, skin-on chicken thighs, 4 chicken drumsticks, 1 tablespoon salt, 2 teaspoons light brown sugar, ½ cup canola oil (120 mL), 2 cups buttermilk (480 mL), 2 tablespoons louisiana hot sauce, 2 cups flour (250 g), oil, for frying, white bread, to serve, 8 dill pickles, cut into chips, to serve"
Cheesy Chicken Layer Quesadilla,"2 cups shredded chicken (250 g), 1 cup black beans (170 g), 1 cup corn (175 g), 1 jar salsa, 1 cup shredded cheese blend (100 g), 4 large flour tortillas, sour cream, guacamole, salsa"
Turkey Meatballs,"1 lb lean ground turkey (455 g), ½ cup italian breadcrumbs (60 g), 1 egg, beaten, ½ teaspoon salt, ½ teaspoon pepper, 1 ½ tablespoons olive oil"
